Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
BartSimpson_R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.03765060240963856)	(17.0, 0.07530120481927711)	(18.0, 0.03765060240963856)	(19.0, 0.11295180722891565)	(20.0, 0.2259036144578313)	(21.0, 0.2259036144578313)	(22.0, 0.2259036144578313)	(23.0, 0.30120481927710846)	(24.0, 0.7906626506024096)	(25.0, 0.8659638554216867)	(26.0, 0.8283132530120483)	(27.0, 0.9412650602409639)	(28.0, 1.0542168674698795)	(29.0, 1.5060240963855422)	(30.0, 1.7319277108433735)	(31.0, 1.8825301204819278)	(32.0, 1.957831325301205)	(33.0, 2.183734939759036)	(34.0, 2.673192771084337)	(35.0, 2.748493975903614)	(36.0, 2.1460843373493974)	(37.0, 1.995481927710843)	(38.0, 2.786144578313253)	(39.0, 3.200301204819277)	(40.0, 2.9367469879518073)	(41.0, 2.710843373493976)	(42.0, 2.635542168674699)	(43.0, 3.049698795180723)	(44.0, 3.313253012048193)	(45.0, 3.049698795180723)	(46.0, 2.748493975903614)	(47.0, 2.522590361445783)	(48.0, 2.710843373493976)	(49.0, 2.635542168674699)	(50.0, 2.5602409638554215)	(51.0, 2.748493975903614)	(52.0, 2.5978915662650603)	(53.0, 2.710843373493976)	(54.0, 2.748493975903614)	(55.0, 2.823795180722892)	(56.0, 2.673192771084337)	(57.0, 2.1460843373493974)	(58.0, 1.6566265060240966)	(59.0, 1.6566265060240966)	(60.0, 2.183734939759036)	(61.0, 2.0707831325301207)	(62.0, 1.4683734939759037)	(63.0, 1.0542168674698795)	(64.0, 0.8659638554216867)	(65.0, 1.091867469879518)	(66.0, 1.355421686746988)	(67.0, 1.016566265060241)	(68.0, 0.6400602409638554)	(69.0, 0.7906626506024096)	(70.0, 0.9036144578313252)	(71.0, 0.5647590361445783)	(72.0, 0.5271084337349398)	(73.0, 0.48945783132530124)	(74.0, 0.37650602409638556)	(75.0, 0.338855421686747)	(76.0, 0.2635542168674699)	(77.0, 0.15060240963855423)	(78.0, 0.03765060240963856)	(79.0, 0.11295180722891565)	(80.0, 0.18825301204819278)	(81.0, 0.11295180722891565)	(82.0, 0.0)	(83.0, 0.03765060240963856)	(84.0, 0.03765060240963856)	(85.0, 0.03765060240963856)	(86.0, 0.03765060240963856)	(87.0, 0.03765060240963856)	(88.0, 0.03765060240963856)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
BartSimpson_R2	(0.0, 0.15048908954100826)	(1.0, 0.07524454477050413)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.07524454477050413)	(18.0, 0.1128668171557562)	(19.0, 0.15048908954100826)	(20.0, 0.26335590669676445)	(21.0, 0.3009781790820165)	(22.0, 0.3762227238525207)	(23.0, 0.33860045146726864)	(24.0, 0.4890895410082769)	(25.0, 0.8653122648607976)	(26.0, 1.0158013544018059)	(27.0, 0.7900677200902935)	(28.0, 0.8653122648607976)	(29.0, 1.3544018058690745)	(30.0, 1.617757712565839)	(31.0, 1.655379984951091)	(32.0, 1.8811136192626037)	(33.0, 2.4454477050413845)	(34.0, 2.595936794582393)	(35.0, 2.2949586155003763)	(36.0, 2.1068472535741156)	(37.0, 2.4830699774266365)	(38.0, 2.6335590669676447)	(39.0, 2.6335590669676447)	(40.0, 2.8592927012791574)	(41.0, 3.235515425131678)	(42.0, 3.1978931527464263)	(43.0, 3.235515425131678)	(44.0, 2.9345372460496613)	(45.0, 2.708803611738149)	(46.0, 3.0474040632054176)	(47.0, 2.708803611738149)	(48.0, 2.595936794582393)	(49.0, 3.310759969902182)	(50.0, 2.8969149736644093)	(51.0, 2.18209179834462)	(52.0, 2.4454477050413845)	(53.0, 3.0097817908201656)	(54.0, 3.0474040632054176)	(55.0, 2.5206922498118884)	(56.0, 2.4830699774266365)	(57.0, 2.2573363431151243)	(58.0, 2.0316027088036117)	(59.0, 1.7682468021068474)	(60.0, 1.9939804364183598)	(61.0, 2.0316027088036117)	(62.0, 1.617757712565839)	(63.0, 1.4296463506395787)	(64.0, 1.1286681715575622)	(65.0, 1.1286681715575622)	(66.0, 1.3167795334838224)	(67.0, 1.0158013544018059)	(68.0, 0.601956358164033)	(69.0, 0.4890895410082769)	(70.0, 0.601956358164033)	(71.0, 0.4890895410082769)	(72.0, 0.33860045146726864)	(73.0, 0.5643340857787811)	(74.0, 0.4514672686230248)	(75.0, 0.15048908954100826)	(76.0, 0.1128668171557562)	(77.0, 0.18811136192626035)	(78.0, 0.15048908954100826)	(79.0, 0.037622272385252065)	(80.0, 0.037622272385252065)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.037622272385252065)	(84.0, 0.037622272385252065)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
LisaSimpson_R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.03787878787878788)	(17.0, 0.03787878787878788)	(18.0, 0.03787878787878788)	(19.0, 0.15151515151515152)	(20.0, 0.3409090909090909)	(21.0, 0.3409090909090909)	(22.0, 0.15151515151515152)	(23.0, 0.3787878787878788)	(24.0, 0.6060606060606061)	(25.0, 0.5303030303030304)	(26.0, 0.7196969696969697)	(27.0, 1.1363636363636365)	(28.0, 1.1363636363636365)	(29.0, 1.3636363636363635)	(30.0, 1.7045454545454544)	(31.0, 1.893939393939394)	(32.0, 1.9696969696969695)	(33.0, 1.9696969696969695)	(34.0, 2.234848484848485)	(35.0, 2.6515151515151514)	(36.0, 2.6893939393939394)	(37.0, 2.007575757575758)	(38.0, 2.5)	(39.0, 3.1818181818181817)	(40.0, 2.840909090909091)	(41.0, 3.4090909090909087)	(42.0, 3.4848484848484853)	(43.0, 3.106060606060606)	(44.0, 3.257575757575758)	(45.0, 3.0681818181818183)	(46.0, 2.992424242424242)	(47.0, 2.6515151515151514)	(48.0, 2.272727272727273)	(49.0, 2.537878787878788)	(50.0, 2.878787878787879)	(51.0, 3.1818181818181817)	(52.0, 3.6742424242424243)	(53.0, 3.0303030303030303)	(54.0, 2.1212121212121215)	(55.0, 2.1212121212121215)	(56.0, 2.007575757575758)	(57.0, 1.7424242424242427)	(58.0, 1.7045454545454544)	(59.0, 1.553030303030303)	(60.0, 1.553030303030303)	(61.0, 1.7803030303030303)	(62.0, 1.4772727272727273)	(63.0, 1.553030303030303)	(64.0, 1.553030303030303)	(65.0, 1.2121212121212122)	(66.0, 1.174242424242424)	(67.0, 0.9848484848484848)	(68.0, 0.7196969696969697)	(69.0, 0.6060606060606061)	(70.0, 0.6818181818181818)	(71.0, 0.4924242424242424)	(72.0, 0.30303030303030304)	(73.0, 0.2651515151515152)	(74.0, 0.2651515151515152)	(75.0, 0.3787878787878788)	(76.0, 0.3787878787878788)	(77.0, 0.22727272727272727)	(78.0, 0.15151515151515152)	(79.0, 0.1893939393939394)	(80.0, 0.1893939393939394)	(81.0, 0.15151515151515152)	(82.0, 0.15151515151515152)	(83.0, 0.07575757575757576)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.03787878787878788)	(88.0, 0.03787878787878788)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
LisaSimpson_R2	(0.0, 0.1514004542013626)	(1.0, 0.11355034065102196)	(2.0, 0.03785011355034065)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.03785011355034065)	(16.0, 0.0757002271006813)	(17.0, 0.03785011355034065)	(18.0, 0.03785011355034065)	(19.0, 0.18925056775170326)	(20.0, 0.1514004542013626)	(21.0, 0.0757002271006813)	(22.0, 0.18925056775170326)	(23.0, 0.4163512490537472)	(24.0, 0.5677517032551098)	(25.0, 0.4920514761544285)	(26.0, 0.6434519303557911)	(27.0, 1.097653292959879)	(28.0, 1.3247539742619228)	(29.0, 1.3626040878122634)	(30.0, 1.4383043149129449)	(31.0, 1.5897047691143074)	(32.0, 1.5518546555639667)	(33.0, 2.0060560181680542)	(34.0, 2.498107494322483)	(35.0, 2.5738077214231643)	(36.0, 2.6873580620741864)	(37.0, 2.2710068130204393)	(38.0, 2.7630582891748676)	(39.0, 3.4443603330809993)	(40.0, 3.217259651778955)	(41.0, 3.5957607872823623)	(42.0, 4.201362604087812)	(43.0, 3.898561695685087)	(44.0, 2.91445874337623)	(45.0, 2.6495079485238455)	(46.0, 2.9523088569265705)	(47.0, 2.7630582891748676)	(48.0, 2.384557153671461)	(49.0, 2.3088569265707797)	(50.0, 2.6873580620741864)	(51.0, 2.6116578349735047)	(52.0, 3.141559424678274)	(53.0, 2.838758516275549)	(54.0, 1.8925056775170326)	(55.0, 1.8168054504163513)	(56.0, 2.157456472369417)	(57.0, 2.2710068130204393)	(58.0, 1.7789553368660105)	(59.0, 1.6275548826646482)	(60.0, 1.7411052233156699)	(61.0, 1.968205904617714)	(62.0, 1.5518546555639667)	(63.0, 1.3626040878122634)	(64.0, 1.3247539742619228)	(65.0, 1.1355034065102196)	(66.0, 1.2490537471612415)	(67.0, 1.0219530658591975)	(68.0, 0.5677517032551098)	(69.0, 0.6434519303557911)	(70.0, 0.757002271006813)	(71.0, 0.6056018168054504)	(72.0, 0.5299015897047691)	(73.0, 0.3785011355034065)	(74.0, 0.22710068130204392)	(75.0, 0.1514004542013626)	(76.0, 0.1514004542013626)	(77.0, 0.18925056775170326)	(78.0, 0.26495079485238454)	(79.0, 0.18925056775170326)	(80.0, 0.0757002271006813)	(81.0, 0.0757002271006813)	(82.0, 0.0)	(83.0, 0.03785011355034065)	(84.0, 0.11355034065102196)	(85.0, 0.11355034065102196)	(86.0, 0.03785011355034065)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
MaggieSimpson_R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.03765060240963856)	(20.0, 0.03765060240963856)	(21.0, 0.15060240963855423)	(22.0, 0.2635542168674699)	(23.0, 0.37650602409638556)	(24.0, 0.7906626506024096)	(25.0, 0.8283132530120483)	(26.0, 0.7906626506024096)	(27.0, 1.3930722891566265)	(28.0, 1.3177710843373496)	(29.0, 0.9789156626506025)	(30.0, 1.5813253012048192)	(31.0, 1.9201807228915662)	(32.0, 1.7695783132530123)	(33.0, 2.4096385542168677)	(34.0, 2.748493975903614)	(35.0, 2.33433734939759)	(36.0, 2.635542168674699)	(37.0, 3.049698795180723)	(38.0, 2.635542168674699)	(39.0, 3.049698795180723)	(40.0, 2.9743975903614457)	(41.0, 2.710843373493976)	(42.0, 3.125)	(43.0, 3.3509036144578315)	(44.0, 3.6897590361445785)	(45.0, 3.5015060240963853)	(46.0, 3.38855421686747)	(47.0, 2.5978915662650603)	(48.0, 2.183734939759036)	(49.0, 2.823795180722892)	(50.0, 2.673192771084337)	(51.0, 2.522590361445783)	(52.0, 2.86144578313253)	(53.0, 2.86144578313253)	(54.0, 2.447289156626506)	(55.0, 1.8072289156626504)	(56.0, 1.6566265060240966)	(57.0, 1.9201807228915662)	(58.0, 1.6566265060240966)	(59.0, 1.4683734939759037)	(60.0, 1.8072289156626504)	(61.0, 1.6566265060240966)	(62.0, 1.355421686746988)	(63.0, 1.2801204819277108)	(64.0, 1.2424698795180722)	(65.0, 1.3930722891566265)	(66.0, 1.3177710843373496)	(67.0, 0.9789156626506025)	(68.0, 0.6400602409638554)	(69.0, 0.8283132530120483)	(70.0, 1.016566265060241)	(71.0, 0.6400602409638554)	(72.0, 0.6024096385542169)	(73.0, 0.48945783132530124)	(74.0, 0.2635542168674699)	(75.0, 0.18825301204819278)	(76.0, 0.07530120481927711)	(77.0, 0.07530120481927711)	(78.0, 0.11295180722891565)	(79.0, 0.07530120481927711)	(80.0, 0.03765060240963856)	(81.0, 0.07530120481927711)	(82.0, 0.15060240963855423)	(83.0, 0.11295180722891565)	(84.0, 0.07530120481927711)	(85.0, 0.07530120481927711)	(86.0, 0.03765060240963856)	(87.0, 0.0)	(88.0, 0.03765060240963856)	(89.0, 0.03765060240963856)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
MaggieSimpson_R2	(0.0, 0.15048908954100826)	(1.0, 0.07524454477050413)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.037622272385252065)	(19.0, 0.1128668171557562)	(20.0, 0.3009781790820165)	(21.0, 0.33860045146726864)	(22.0, 0.18811136192626035)	(23.0, 0.15048908954100826)	(24.0, 0.2257336343115124)	(25.0, 0.3762227238525207)	(26.0, 0.7148231753197893)	(27.0, 1.1286681715575622)	(28.0, 1.2791572610985704)	(29.0, 1.617757712565839)	(30.0, 1.805869074492099)	(31.0, 1.805869074492099)	(32.0, 1.9563581640331076)	(33.0, 2.2949586155003763)	(34.0, 2.18209179834462)	(35.0, 2.144469525959368)	(36.0, 2.558314522197141)	(37.0, 2.972159518434913)	(38.0, 3.0850263355906695)	(39.0, 3.310759969902182)	(40.0, 3.611738148984198)	(41.0, 3.2731376975169297)	(42.0, 2.784048156508653)	(43.0, 2.8592927012791574)	(44.0, 3.122648607975922)	(45.0, 3.2731376975169297)	(46.0, 3.423626787057938)	(47.0, 3.0850263355906695)	(48.0, 2.8969149736644093)	(49.0, 3.160270880361174)	(50.0, 3.122648607975922)	(51.0, 2.407825432656132)	(52.0, 2.219714070729872)	(53.0, 2.8969149736644093)	(54.0, 3.0097817908201656)	(55.0, 2.219714070729872)	(56.0, 1.5425131677953348)	(57.0, 1.805869074492099)	(58.0, 1.7682468021068474)	(59.0, 1.2791572610985704)	(60.0, 1.617757712565839)	(61.0, 1.5425131677953348)	(62.0, 1.1662904439428141)	(63.0, 1.3167795334838224)	(64.0, 1.3544018058690745)	(65.0, 1.2415349887133182)	(66.0, 1.2415349887133182)	(67.0, 1.0158013544018059)	(68.0, 0.7148231753197893)	(69.0, 0.7524454477050414)	(70.0, 0.8653122648607976)	(71.0, 0.5267118133935289)	(72.0, 0.41384499623777277)	(73.0, 0.4514672686230248)	(74.0, 0.2257336343115124)	(75.0, 0.1128668171557562)	(76.0, 0.15048908954100826)	(77.0, 0.18811136192626035)	(78.0, 0.07524454477050413)	(79.0, 0.1128668171557562)	(80.0, 0.1128668171557562)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.037622272385252065)	(86.0, 0.07524454477050413)	(87.0, 0.07524454477050413)	(88.0, 0.037622272385252065)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
MargeSimpson_R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.03765060240963856)	(19.0, 0.07530120481927711)	(20.0, 0.2259036144578313)	(21.0, 0.30120481927710846)	(22.0, 0.2259036144578313)	(23.0, 0.15060240963855423)	(24.0, 0.30120481927710846)	(25.0, 0.48945783132530124)	(26.0, 0.5271084337349398)	(27.0, 1.091867469879518)	(28.0, 1.5436746987951806)	(29.0, 1.4683734939759037)	(30.0, 1.5060240963855422)	(31.0, 1.7319277108433735)	(32.0, 2.0707831325301207)	(33.0, 2.4096385542168677)	(34.0, 2.2966867469879517)	(35.0, 2.2590361445783134)	(36.0, 2.823795180722892)	(37.0, 3.0120481927710845)	(38.0, 3.200301204819277)	(39.0, 3.313253012048193)	(40.0, 3.0120481927710845)	(41.0, 3.087349397590361)	(42.0, 2.9743975903614457)	(43.0, 2.9743975903614457)	(44.0, 3.125)	(45.0, 2.9367469879518073)	(46.0, 2.8990963855421685)	(47.0, 3.125)	(48.0, 3.275602409638554)	(49.0, 2.823795180722892)	(50.0, 2.635542168674699)	(51.0, 3.0120481927710845)	(52.0, 2.9743975903614457)	(53.0, 2.522590361445783)	(54.0, 2.183734939759036)	(55.0, 2.0707831325301207)	(56.0, 1.8825301204819278)	(57.0, 1.6189759036144578)	(58.0, 1.4683734939759037)	(59.0, 1.7695783132530123)	(60.0, 2.033132530120482)	(61.0, 2.0707831325301207)	(62.0, 1.355421686746988)	(63.0, 1.0542168674698795)	(64.0, 1.2801204819277108)	(65.0, 1.1295180722891567)	(66.0, 1.2048192771084338)	(67.0, 1.016566265060241)	(68.0, 0.7153614457831325)	(69.0, 0.48945783132530124)	(70.0, 0.6400602409638554)	(71.0, 0.677710843373494)	(72.0, 0.677710843373494)	(73.0, 0.6400602409638554)	(74.0, 0.30120481927710846)	(75.0, 0.15060240963855423)	(76.0, 0.2259036144578313)	(77.0, 0.2635542168674699)	(78.0, 0.18825301204819278)	(79.0, 0.15060240963855423)	(80.0, 0.07530120481927711)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.07530120481927711)	(84.0, 0.07530120481927711)	(85.0, 0.03765060240963856)	(86.0, 0.03765060240963856)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
MargeSimpson_R2	(0.0, 0.29542097488921715)	(1.0, 0.1846381093057607)	(2.0, 0.03692762186115214)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.03692762186115214)	(17.0, 0.03692762186115214)	(18.0, 0.0)	(19.0, 0.11078286558345643)	(20.0, 0.3692762186115214)	(21.0, 0.258493353028065)	(22.0, 0.1846381093057607)	(23.0, 0.29542097488921715)	(24.0, 0.33234859675036926)	(25.0, 0.51698670605613)	(26.0, 0.8124076809453471)	(27.0, 0.8124076809453471)	(28.0, 1.0709010339734122)	(29.0, 1.4032496307237814)	(30.0, 1.55096011816839)	(31.0, 1.9202363367799113)	(32.0, 1.809453471196455)	(33.0, 1.7725258493353029)	(34.0, 2.1787296898079767)	(35.0, 2.2156573116691285)	(36.0, 2.2156573116691285)	(37.0, 2.6957163958641064)	(38.0, 3.2496307237813884)	(39.0, 3.1757754800590843)	(40.0, 3.4342688330871494)	(41.0, 3.61890694239291)	(42.0, 3.4342688330871494)	(43.0, 3.8404726735598227)	(44.0, 3.9512555391432795)	(45.0, 3.212703101920236)	(46.0, 3.2496307237813884)	(47.0, 3.3973412112259975)	(48.0, 2.658788774002954)	(49.0, 2.1418020679468244)	(50.0, 2.326440177252585)	(51.0, 3.10192023633678)	(52.0, 2.917282127031019)	(53.0, 2.104874446085672)	(54.0, 1.6986706056129988)	(55.0, 2.031019202363368)	(56.0, 2.2156573116691285)	(57.0, 1.5878877400295421)	(58.0, 1.5140324963072378)	(59.0, 1.6617429837518465)	(60.0, 2.1418020679468244)	(61.0, 2.2895125553914326)	(62.0, 1.4401772525849335)	(63.0, 1.1447562776957163)	(64.0, 0.8124076809453471)	(65.0, 0.9231905465288036)	(66.0, 1.1447562776957163)	(67.0, 1.03397341211226)	(68.0, 0.8124076809453471)	(69.0, 0.6646971935007385)	(70.0, 0.8493353028064994)	(71.0, 0.7016248153618907)	(72.0, 0.48005908419497784)	(73.0, 0.33234859675036926)	(74.0, 0.29542097488921715)	(75.0, 0.258493353028065)	(76.0, 0.258493353028065)	(77.0, 0.22156573116691286)	(78.0, 0.11078286558345643)	(79.0, 0.07385524372230429)	(80.0, 0.0)	(81.0, 0.07385524372230429)	(82.0, 0.11078286558345643)	(83.0, 0.03692762186115214)	(84.0, 0.0)	(85.0, 0.03692762186115214)	(86.0, 0.07385524372230429)	(87.0, 0.03692762186115214)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
PattyBouvier_R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.11363636363636363)	(20.0, 0.15151515151515152)	(21.0, 0.03787878787878788)	(22.0, 0.15151515151515152)	(23.0, 0.3787878787878788)	(24.0, 0.4924242424242424)	(25.0, 0.5303030303030304)	(26.0, 0.5303030303030304)	(27.0, 0.8712121212121213)	(28.0, 1.25)	(29.0, 1.174242424242424)	(30.0, 1.2121212121212122)	(31.0, 1.4772727272727273)	(32.0, 1.5151515151515151)	(33.0, 2.234848484848485)	(34.0, 2.992424242424242)	(35.0, 2.6893939393939394)	(36.0, 2.537878787878788)	(37.0, 2.727272727272727)	(38.0, 2.9545454545454546)	(39.0, 3.3333333333333335)	(40.0, 3.257575757575758)	(41.0, 2.878787878787879)	(42.0, 3.0681818181818183)	(43.0, 3.8636363636363633)	(44.0, 3.901515151515152)	(45.0, 3.106060606060606)	(46.0, 2.5757575757575757)	(47.0, 2.765151515151515)	(48.0, 2.992424242424242)	(49.0, 2.9545454545454546)	(50.0, 2.6515151515151514)	(51.0, 2.4242424242424243)	(52.0, 2.5)	(53.0, 2.537878787878788)	(54.0, 2.5)	(55.0, 2.5757575757575757)	(56.0, 2.272727272727273)	(57.0, 1.5909090909090908)	(58.0, 1.893939393939394)	(59.0, 1.7803030303030303)	(60.0, 1.4015151515151516)	(61.0, 1.5909090909090908)	(62.0, 1.5909090909090908)	(63.0, 1.4393939393939394)	(64.0, 1.1363636363636365)	(65.0, 0.9090909090909091)	(66.0, 0.8712121212121213)	(67.0, 1.0984848484848484)	(68.0, 1.2878787878787878)	(69.0, 0.9848484848484848)	(70.0, 0.6060606060606061)	(71.0, 0.45454545454545453)	(72.0, 0.6439393939393939)	(73.0, 0.45454545454545453)	(74.0, 0.1893939393939394)	(75.0, 0.3409090909090909)	(76.0, 0.30303030303030304)	(77.0, 0.1893939393939394)	(78.0, 0.1893939393939394)	(79.0, 0.22727272727272727)	(80.0, 0.11363636363636363)	(81.0, 0.07575757575757576)	(82.0, 0.07575757575757576)	(83.0, 0.03787878787878788)	(84.0, 0.07575757575757576)	(85.0, 0.07575757575757576)	(86.0, 0.07575757575757576)	(87.0, 0.07575757575757576)	(88.0, 0.03787878787878788)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
